,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,test_prediction,cagr
1281640,4000.0,0,17.57,143.75,1,10,0,51000.0,9,36,18.92,0.0,714.0,0.0,15.0,0.0,18554.0,83.6,26.0,0.0,0.0,0.0,0,18.7,0.05602663313632325,0.00485720271737633
1251797,2000.0,0,17.57,71.88,3,10,3,78000.0,12,9,9.74,1.0,669.0,1.0,11.0,1.0,9701.0,47.8,21.0,0.0,0.0,0.0,0,26.1,0.05652792240527513,0.08962745336165412
1845989,35000.0,1,20.49,936.86,5,2,0,82000.0,2,23,25.43,0.0,719.0,0.0,10.0,0.0,34097.0,91.9,27.0,0.0,0.0,0.0,0,18.4,0.04795355743682958,0.07271162923859675
1237301,2000.0,0,18.24,72.55,4,6,0,50000.0,6,9,12.65,0.0,664.0,0.0,14.0,1.0,11051.0,81.3,19.0,0.0,0.0,0.0,0,11.3,0.049623335812424896,-0.007238942509605661
1632914,25000.0,0,17.14,893.07,7,4,0,100000.0,2,18,20.54,0.0,689.0,0.0,9.0,0.0,33156.0,97.2,21.0,0.0,0.0,0.0,0,18.0,0.04932332051161163,0.08457771985761231
1833501,1450.0,0,21.49,55.0,7,10,0,52500.0,12,9,19.84,4.0,679.0,1.0,8.0,0.0,8792.0,82.9,28.0,0.0,0.0,0.0,0,13.7,0.06131732388244116,0.05136980457067741
1613967,18000.0,0,18.64,656.54,5,10,4,180000.0,2,9,11.95,0.0,664.0,0.0,8.0,0.0,13363.0,94.1,32.0,0.0,0.0,0.0,0,15.7,0.0488807057115649,0.095689435933213
1908617,14000.0,0,17.77,504.52,0,10,4,95000.0,2,5,15.89,1.0,674.0,1.0,12.0,0.0,22240.0,77.0,22.0,0.0,0.0,0.0,0,26.2,0.048615639523891134,0.07385555606889138
1204948,21325.0,0,16.99,760.19,2,3,0,180000.0,2,29,5.22,0.0,669.0,3.0,7.0,1.0,7912.0,71.0,31.0,0.0,0.0,0.0,0,23.8,0.0469735071213709,0.08670446024056687
1213009,6725.0,0,18.99,246.48,5,2,4,45000.0,2,10,7.52,0.0,664.0,0.0,7.0,0.0,5520.0,84.9,9.0,0.0,0.0,0.0,0,4.0,0.05020071163822114,0.09813456804516374
1786913,8000.0,0,19.2,294.06,2,10,0,110000.0,2,33,20.37,4.0,674.0,0.0,11.0,0.0,27996.0,85.9,35.0,3.0,0.0,0.0,0,24.2,0.0459985050271058,0.0958958633986
1820023,4200.0,0,17.56,150.92,0,5,4,25000.0,9,32,8.49,0.0,699.0,0.0,7.0,0.0,5473.0,40.2,12.0,0.0,0.0,0.0,0,9.0,0.0470689337680543,0.08958205620710348
1892124,10000.0,0,17.77,360.38,0,10,4,150000.0,2,32,3.53,0.0,669.0,2.0,8.0,0.0,9474.0,69.7,17.0,0.0,0.0,0.0,0,25.3,0.04857058891528971,0.0898849582595107
1235494,10000.0,0,18.24,362.73,4,1,0,100000.0,2,14,9.04,1.0,679.0,1.0,9.0,1.0,7789.0,77.1,16.0,0.0,0.0,0.0,0,17.1,0.054514942645722764,0.09302012997394747
1331131,30000.0,0,16.99,1069.44,0,10,0,84000.0,2,30,22.96,1.0,674.0,0.0,11.0,0.0,19900.0,83.3,23.0,0.0,0.0,0.0,0,14.3,0.04594253209356168,0.08173636629388459
1351497,3200.0,0,19.22,117.66,3,8,4,70000.0,2,29,14.57,0.0,684.0,0.0,13.0,0.0,23836.0,74.0,29.0,0.0,0.0,0.0,0,26.0,0.04708106443024333,0.010457249463327932
1763786,1000.0,0,20.2,37.27,4,1,4,21000.0,9,32,13.94,1.0,719.0,0.0,6.0,0.0,3502.0,26.5,11.0,0.0,0.0,0.0,0,9.4,0.047420376923394326,0.10288582293822036
1880032,3000.0,0,18.49,109.2,1,10,0,80000.0,9,4,20.1,1.0,664.0,0.0,16.0,0.0,22945.0,78.8,34.0,0.0,0.0,0.0,0,20.0,0.059713969357432076,0.024054022577550068
1842560,2500.0,0,19.05,91.71,3,10,0,60000.0,9,20,11.82,1.0,669.0,0.0,6.0,0.0,139251.0,81.2,27.0,0.0,0.0,0.0,0,39.0,0.04701368673651276,0.09709826450462034
1838420,35000.0,1,21.0,946.87,6,3,0,372000.0,2,37,7.82,1.0,704.0,0.0,10.0,0.0,50380.0,93.1,23.0,0.0,0.0,0.0,0,28.9,0.04971878546875555,0.09595426604356616
1905843,14500.0,0,18.75,529.69,2,10,4,97000.0,2,4,6.99,0.0,669.0,1.0,11.0,1.0,10907.0,83.3,16.0,0.0,0.0,0.0,0,12.7,0.05067173663388573,0.048639351970827915
1317455,3600.0,0,23.43,140.17,10,9,4,46000.0,2,4,20.82,0.0,679.0,1.0,14.0,0.0,6874.0,70.1,25.0,0.0,0.0,0.0,0,7.8,0.059933795638389735,0.0411045470651592
1821097,10000.0,0,18.25,362.78,1,2,4,51250.0,2,17,13.04,0.0,699.0,0.0,6.0,0.0,4615.0,92.3,6.0,0.0,0.0,0.0,0,9.4,0.046681820761072725,0.0930706962256076
1340805,1200.0,0,19.97,44.58,4,10,0,85000.0,9,4,16.29,1.0,679.0,1.0,13.0,0.0,10628.0,69.9,27.0,0.0,0.0,0.0,0,12.4,0.06447831058476404,0.03059304973321697
1801562,3000.0,0,22.2,114.89,8,8,0,84000.0,9,36,14.3,2.0,664.0,1.0,8.0,1.0,1486.0,20.4,26.0,0.0,0.0,0.0,0,13.7,0.046437767530866,0.012069004944140982
1762204,35000.0,1,21.0,946.87,5,10,0,165000.0,2,21,22.36,0.0,684.0,2.0,18.0,0.0,28911.0,89.0,34.0,0.0,0.0,0.0,0,27.4,0.04528683357173963,0.10147597265259643
1847024,11200.0,0,19.05,410.84,3,4,4,87000.0,2,22,13.09,0.0,674.0,1.0,13.0,0.0,20206.0,86.0,22.0,0.0,0.0,0.0,0,6.3,0.04521413990729477,-0.2771976406076768
1814164,10000.0,0,18.85,365.81,2,1,4,95000.0,9,14,15.3,2.0,704.0,0.0,7.0,0.0,7909.0,60.4,19.0,0.0,0.0,0.0,0,16.5,0.04800357764706635,0.07521228906449663
1839331,8200.0,0,18.49,298.47,1,4,4,25000.0,9,29,14.4,0.0,679.0,1.0,8.0,0.0,9710.0,71.9,11.0,0.0,0.0,0.0,0,6.6,0.04855300431116656,0.08635632358503931
1874974,4800.0,0,21.0,180.85,6,5,0,72000.0,9,4,6.3,0.0,664.0,2.0,6.0,0.0,16155.0,82.8,19.0,0.0,0.0,0.0,0,23.6,0.047786051306145175,0.09835267642571187
1886889,4000.0,0,21.0,150.71,6,2,4,25000.0,9,2,11.44,0.0,679.0,0.0,10.0,0.0,5883.0,56.0,27.0,0.0,0.0,0.0,0,26.9,0.05244766716124065,0.06210111901466875
1821896,35000.0,1,21.15,949.83,6,4,0,110000.0,2,5,17.9,0.0,719.0,0.0,10.0,0.0,31780.0,85.4,30.0,0.0,0.0,0.0,0,24.8,0.0472973821698094,0.08801894334645978
1316640,35000.0,1,20.49,936.86,6,1,0,200000.0,2,23,16.31,0.0,689.0,1.0,11.0,0.0,51642.0,84.4,28.0,0.0,0.0,0.0,0,16.9,0.04830388241047711,-0.15455541974968126
1801172,2300.0,0,18.85,84.14,2,10,4,48000.0,9,32,9.93,0.0,694.0,0.0,7.0,0.0,10071.0,62.9,16.0,0.0,0.0,0.0,0,13.8,0.050194377311564516,0.09569644412721612
1181466,20000.0,0,16.99,712.96,2,10,0,148000.0,2,33,21.62,1.0,684.0,2.0,18.0,0.0,25472.0,84.6,33.0,0.0,0.0,0.0,0,14.3,0.045381261389501014,0.0834349045688425
1254938,33000.0,0,15.61,1153.84,0,10,0,90000.0,2,4,18.79,1.0,684.0,0.0,15.0,0.0,44173.0,73.5,29.0,0.0,0.0,0.0,0,25.8,0.047817722175662866,-0.6730029132211626
1852914,6000.0,0,18.75,219.18,2,5,4,60000.0,7,17,15.9,0.0,684.0,0.0,7.0,1.0,8701.0,55.4,15.0,0.0,0.0,0.0,0,13.5,0.04904545801210892,0.04861214808050685
1290253,2800.0,0,22.45,107.59,9,10,3,44000.0,2,37,4.45,0.0,664.0,1.0,7.0,0.0,3071.0,28.4,10.0,0.0,0.0,0.0,0,7.3,0.0549007131360274,0.0852760482359487
1309500,20400.0,0,17.57,733.12,1,10,4,104000.0,2,4,18.98,0.0,674.0,0.0,12.0,0.0,17428.0,93.7,23.0,0.0,0.0,0.0,0,18.7,0.05164087531852005,-0.3399984395386708
1753980,28000.0,0,17.57,1006.24,1,10,0,140000.0,2,32,4.69,0.0,694.0,1.0,9.0,0.0,20526.0,76.0,16.0,0.0,0.0,0.0,0,16.3,0.047895728146018925,-0.4408104379792519
1228410,2400.0,0,22.15,91.85,9,10,0,56000.0,9,36,8.38,1.0,664.0,0.0,9.0,0.0,15312.0,42.7,19.0,0.0,0.0,0.0,0,33.3,0.05773481240215333,0.10792299991235588
1794550,35000.0,0,19.2,1286.51,2,10,3,102000.0,2,41,23.76,0.0,689.0,2.0,9.0,0.0,19597.0,82.3,38.0,0.0,0.0,0.0,0,18.1,0.04924512590578752,0.06032648571456424
1244312,4025.0,0,24.99,160.02,13,1,4,30000.0,5,9,5.8,0.0,664.0,0.0,6.0,0.0,4056.0,94.3,6.0,0.0,0.0,0.0,0,7.2,0.045447897671038316,0.1269198350756291
1214274,30000.0,0,17.57,1078.12,3,10,0,113000.0,2,9,13.23,0.0,664.0,1.0,16.0,0.0,25783.0,87.1,35.0,0.0,0.0,0.0,0,34.8,0.05319354668583514,0.0048569276184353685
1790144,2875.0,1,24.08,82.85,11,10,0,65000.0,9,9,15.03,2.0,684.0,0.0,10.0,0.0,6428.0,42.0,19.0,0.0,0.0,0.0,0,25.5,0.047000436289429424,0.03920833639009103
1224272,1000.0,0,23.43,38.94,10,10,3,35000.0,9,18,18.24,0.0,689.0,0.0,11.0,0.0,7387.0,59.1,14.0,0.0,0.0,0.0,0,10.3,0.04717868429809792,0.119302513357469
1248315,4200.0,0,23.43,163.53,10,10,0,76668.0,9,4,13.07,2.0,664.0,1.0,7.0,1.0,6838.0,84.4,12.0,0.0,0.0,0.0,0,29.0,0.04823449358671748,0.1191169363972504
1767630,5000.0,0,19.52,184.6,3,10,4,79250.0,1,9,13.45,0.0,679.0,0.0,10.0,0.0,7025.0,74.7,19.0,0.0,0.0,0.0,0,12.1,0.048205112682486416,-0.07109544327831563
1245322,20000.0,0,18.99,733.02,5,10,4,80000.0,2,29,22.71,0.0,689.0,0.0,10.0,0.0,40950.0,97.7,29.0,0.0,0.0,0.0,0,19.7,0.04739235932268849,0.09822310794037327
1899082,35000.0,0,17.77,1261.3,0,4,0,225000.0,1,33,7.42,1.0,709.0,3.0,10.0,0.0,30469.0,70.4,22.0,0.0,0.0,0.0,0,19.5,0.052249068552851816,0.018760845840307683
1879150,3000.0,0,18.49,109.2,1,9,4,40000.0,9,15,15.81,0.0,694.0,0.0,11.0,0.0,9225.0,40.8,20.0,0.0,0.0,0.0,0,17.2,0.05246776659674363,0.08367820710682605
1277921,2400.0,0,19.52,88.61,6,10,0,41000.0,4,14,21.25,0.0,664.0,1.0,17.0,1.0,11407.0,65.2,23.0,0.0,0.0,0.0,0,31.0,0.048167111975746905,-0.05076546733684584
1762068,4000.0,0,22.4,153.6,7,10,0,95000.0,11,32,16.62,1.0,664.0,1.0,9.0,0.0,23030.0,92.9,25.0,0.0,0.0,0.0,0,18.2,0.055092987845422575,0.11648113110066195
1815057,6000.0,0,18.85,219.49,2,7,4,39000.0,1,32,5.99,0.0,664.0,1.0,5.0,0.0,5618.0,80.3,9.0,0.0,0.0,0.0,0,5.5,0.05068596437036864,0.08439774410830593
1334120,16300.0,0,19.97,605.52,4,10,0,135000.0,2,14,14.63,5.0,669.0,0.0,14.0,0.0,16378.0,78.6,31.0,0.0,0.0,0.0,0,19.4,0.06245737256533172,0.09369356933604278
1240887,3600.0,0,23.43,140.17,10,1,4,43000.0,8,20,4.83,1.0,664.0,0.0,4.0,0.0,2077.0,83.1,9.0,0.0,0.0,0.0,0,15.9,0.05765326467901991,0.07102411306445844
1779674,2925.0,0,23.4,113.84,9,6,0,80000.0,4,4,4.88,0.0,669.0,1.0,9.0,2.0,9334.0,85.6,21.0,0.0,0.0,0.0,0,14.7,0.054348695220634895,0.06481163570590942
1919841,7125.0,0,17.99,257.56,1,3,4,51456.0,2,4,11.68,0.0,664.0,0.0,9.0,0.0,5102.0,77.3,11.0,0.0,0.0,0.0,0,5.4,0.0533933580959745,-0.05968406787329705
1347894,1600.0,0,23.7,62.53,10,6,4,48000.0,7,4,20.23,0.0,664.0,0.0,13.0,0.0,12524.0,65.2,17.0,0.0,0.0,0.0,0,23.0,0.05012658585437888,0.1204315969413865
1198810,2500.0,0,23.43,97.34,10,1,4,27000.0,2,14,27.29,0.0,674.0,0.0,12.0,0.0,14310.0,86.2,21.0,0.0,0.0,0.0,0,12.8,0.04819826130119267,0.11852113414156618
1182142,35000.0,0,18.99,1282.79,5,9,0,210000.0,2,41,19.22,1.0,674.0,3.0,15.0,0.0,28772.0,71.1,34.0,0.0,0.0,0.0,0,18.9,0.04946682242170637,-0.2779506139766832
1263092,2500.0,0,18.99,91.63,5,8,0,18252.0,7,17,28.4,0.0,719.0,1.0,6.0,0.0,2416.0,32.6,10.0,0.0,0.0,0.0,0,10.0,0.05439834981186322,0.0978039908474777
1221975,1600.0,0,19.52,59.08,6,2,4,42000.0,8,4,23.17,0.0,684.0,0.0,9.0,0.0,9583.0,94.9,12.0,0.0,0.0,0.0,0,7.0,0.05557393680940461,0.04248220577793327
1929115,16800.0,0,18.25,609.47,2,10,0,197000.0,1,20,23.12,1.0,674.0,1.0,17.0,0.0,23917.0,91.2,51.0,0.0,0.0,0.0,0,26.9,0.04987552181062548,0.0929595931389504
1845617,32400.0,0,17.77,1167.61,0,5,0,112000.0,1,21,17.21,0.0,674.0,4.0,11.0,0.0,32196.0,79.0,34.0,0.0,0.0,0.0,0,17.5,0.04693243323489113,0.06161625869902253
1806035,4825.0,0,20.31,180.08,4,1,4,28600.0,2,32,9.78,0.0,679.0,1.0,8.0,0.0,5368.0,80.1,10.0,0.0,0.0,0.0,0,6.2,0.04888987297689577,0.10391095395244833
1201460,1500.0,0,24.5,59.25,12,8,4,30000.0,11,29,12.76,0.0,674.0,0.0,8.0,0.0,8289.0,79.7,9.0,0.0,0.0,0.0,0,8.8,0.06383523257033469,0.12428841625434385
1910318,18000.0,0,19.05,660.27,3,3,0,120000.0,2,14,13.18,1.0,669.0,1.0,11.0,1.0,21116.0,88.7,18.0,0.0,0.0,0.0,0,12.4,0.04938960947482315,0.03772782749654202
1760000,3000.0,0,19.97,111.45,4,10,4,62000.0,2,32,6.5,0.0,679.0,0.0,9.0,2.0,6266.0,47.8,11.0,0.0,0.0,0.0,0,13.3,0.05388233799090899,-0.2952947372675641
1851360,10000.0,0,17.77,360.38,0,10,0,123300.0,1,41,17.2,1.0,684.0,1.0,10.0,0.0,17690.0,84.6,22.0,0.0,0.0,0.0,0,25.7,0.058113487150077164,0.09064423105204457
1912877,24000.0,0,17.77,864.9,0,10,4,125000.0,2,9,8.63,0.0,689.0,0.0,13.0,0.0,23855.0,85.7,41.0,0.0,0.0,0.0,0,27.1,0.05149762874169907,0.09078901852900922
1801565,4200.0,0,18.85,153.64,2,1,4,62400.0,1,41,23.17,0.0,679.0,0.0,13.0,0.0,6075.0,93.5,23.0,0.0,0.0,0.0,0,12.2,0.04681471345675842,-0.13686572095893967
1131346,6000.0,0,17.14,214.34,3,1,4,60000.0,2,4,12.18,0.0,699.0,0.0,4.0,0.0,4359.0,90.8,5.0,0.0,0.0,0.0,0,12.9,0.04848498632498091,0.08692324138539953
1341742,8000.0,0,17.57,287.5,1,10,4,93000.0,2,5,12.66,1.0,679.0,1.0,9.0,0.0,4445.0,39.7,20.0,0.0,0.0,0.0,0,16.3,0.05024397733048183,0.06279138490317715
1282307,3600.0,0,18.25,130.61,2,10,0,70000.0,2,41,17.21,2.0,664.0,1.0,8.0,1.0,6657.0,60.5,21.0,0.0,0.0,0.0,0,13.3,0.045471049204536935,-0.12299687945380933
1863801,35000.0,0,17.77,1261.3,0,10,0,120000.0,2,14,17.7,0.0,689.0,0.0,12.0,0.0,32357.0,90.4,22.0,0.0,0.0,0.0,0,15.3,0.04961938282963011,0.09095690821344182
1787961,2500.0,0,19.52,92.3,3,10,0,35000.0,9,36,22.9,0.0,669.0,0.0,6.0,0.0,10189.0,95.2,20.0,0.0,0.0,0.0,0,19.2,0.05345876224728791,0.010646340679801192
1282565,4075.0,0,17.57,146.45,1,1,4,70000.0,9,14,9.84,0.0,674.0,0.0,3.0,1.0,1820.0,59.0,19.0,0.0,0.0,0.0,0,19.5,0.04708642436935839,0.0822320807938568
1339331,2050.0,0,22.4,78.72,7,0,0,43000.0,4,9,17.19,1.0,669.0,1.0,9.0,0.0,12821.0,61.9,20.0,0.0,0.0,0.0,0,12.8,0.0453069775706666,0.10825477010205976
1348708,35000.0,0,18.25,1269.73,2,5,0,143000.0,2,20,11.7,0.0,694.0,1.0,13.0,0.0,24311.0,55.6,31.0,0.0,0.0,0.0,0,19.9,0.06951195905296308,-0.10049303900729477
1866838,1600.0,0,21.49,60.69,7,2,4,54000.0,7,32,6.09,0.0,679.0,1.0,7.0,0.0,2077.0,54.1,20.0,0.0,0.0,0.0,0,6.4,0.0507701757063186,0.06351916541772051
1826079,4000.0,0,19.52,147.68,3,10,0,50000.0,9,26,30.3,0.0,699.0,0.0,12.0,0.0,14969.0,57.1,19.0,0.0,0.0,0.0,0,16.2,0.05796505041112021,0.09742095517801808
1767333,3250.0,0,21.7,123.62,6,2,4,41200.0,9,32,20.71,0.0,684.0,1.0,10.0,0.0,6464.0,81.8,15.0,0.0,0.0,0.0,0,9.9,0.055614307222341515,0.10965499932338507
1913884,35000.0,0,19.05,1283.85,3,4,4,190000.0,2,32,8.83,1.0,689.0,0.0,15.0,0.0,25536.0,38.1,23.0,0.0,0.0,0.0,0,18.5,0.04692103041389275,0.0971069194458556
1769747,3600.0,0,19.52,132.92,3,8,4,32400.0,9,9,17.37,0.0,694.0,0.0,6.0,0.0,6878.0,34.4,17.0,0.0,0.0,0.0,0,9.0,0.04598974271178615,0.03434566547387452
1821332,4800.0,0,17.56,172.48,0,4,4,33000.0,1,41,6.4,0.0,694.0,0.0,6.0,0.0,4489.0,72.4,11.0,0.0,0.0,0.0,0,9.1,0.05099781444953549,0.0755366589132227
1840862,15000.0,0,18.75,547.95,2,5,0,150000.0,1,32,9.66,1.0,694.0,1.0,13.0,1.0,13352.0,85.0,23.0,0.0,0.0,0.0,0,21.8,0.054408740791835115,0.0955933207639108
1308003,5100.0,0,20.49,190.81,6,0,3,15310.0,1,15,16.86,0.0,704.0,0.0,4.0,0.0,6815.0,84.1,7.0,0.0,0.0,0.0,0,12.3,0.04625088211296531,0.10436118083326183
1808848,2000.0,0,18.25,72.56,1,10,0,75000.0,2,18,23.58,1.0,669.0,0.0,17.0,0.0,39552.0,87.7,27.0,0.0,0.0,0.0,0,34.5,0.045450194812415474,0.09083290713773318
1751907,3000.0,0,23.7,117.23,10,6,4,33000.0,9,31,15.42,0.0,704.0,0.0,6.0,0.0,8683.0,62.5,7.0,0.0,0.0,0.0,0,26.2,0.058990413316345636,0.10407031945067756
1289247,25000.0,1,19.47,655.0,4,10,0,113700.0,2,41,30.03,1.0,679.0,0.0,20.0,0.0,41491.0,73.0,41.0,0.0,0.0,0.0,0,25.5,0.045120548481696464,-0.05505013734043407
1233247,11200.0,0,16.99,399.26,2,7,4,80000.0,2,29,10.54,0.0,679.0,1.0,7.0,0.0,13693.0,76.9,18.0,0.0,0.0,0.0,0,10.8,0.04723008984602051,-0.009863638141811348
1759141,2400.0,0,17.57,86.25,1,10,3,50000.0,9,23,8.19,0.0,694.0,1.0,5.0,0.0,11613.0,88.6,12.0,0.0,0.0,0.0,0,22.4,0.05740302261898909,0.03854763018832008
1244866,4000.0,0,17.57,143.75,3,10,0,90000.0,7,4,12.19,0.0,674.0,1.0,8.0,0.0,33617.0,89.6,19.0,0.0,0.0,0.0,0,20.1,0.05019602351999025,0.0728208967627153
1810330,4000.0,0,22.2,153.18,8,7,0,115000.0,9,29,9.72,0.0,689.0,4.0,14.0,0.0,2983.0,80.6,24.0,0.0,0.0,0.0,0,15.3,0.04661946056152163,0.1129078587029031
1884411,13600.0,0,17.77,490.11,0,6,0,131900.0,2,38,11.77,2.0,664.0,2.0,11.0,0.0,5373.0,86.7,30.0,0.0,0.0,0.0,0,30.2,0.045613145174367514,0.08376329775144797
1315693,1000.0,0,23.43,38.94,10,10,0,88000.0,4,16,16.21,0.0,664.0,0.0,13.0,1.0,26885.0,85.6,23.0,0.0,0.0,0.0,0,13.3,0.0542441468800938,0.11426328967739052
1842045,25000.0,0,21.98,954.51,8,5,4,132000.0,2,31,20.55,0.0,689.0,0.0,16.0,0.0,25911.0,85.0,26.0,0.0,0.0,0.0,0,20.7,0.06211450749484303,0.11251266408173598
1619162,35000.0,1,21.28,952.39,11,10,0,109000.0,2,18,18.57,0.0,684.0,1.0,11.0,0.0,14981.0,89.2,22.0,0.0,0.0,0.0,0,18.4,0.04587225167883952,-0.016311583226241155
1225636,15000.0,0,17.57,539.06,3,10,0,70000.0,2,28,15.05,0.0,694.0,1.0,11.0,0.0,14777.0,83.0,17.0,0.0,0.0,0.0,0,31.3,0.04589581117712802,0.04988902833258568
1791351,35000.0,0,18.55,1275.02,1,3,0,125000.0,1,9,20.75,0.0,694.0,1.0,15.0,0.0,26594.0,78.7,32.0,0.0,0.0,0.0,0,18.9,0.0609243480907014,0.0948456216357796
1759240,5150.0,0,19.97,191.32,4,10,0,98600.0,9,20,18.16,0.0,669.0,0.0,16.0,0.0,18206.0,72.0,26.0,0.0,0.0,0.0,0,26.0,0.05313137625262215,0.03059313219587545
1874682,4250.0,0,20.49,159.01,5,7,4,26478.0,9,9,8.38,0.0,679.0,1.0,10.0,0.0,4929.0,42.5,14.0,0.0,0.0,0.0,0,5.8,0.056412476455825485,0.10236465205653822
1821865,6000.0,0,18.85,219.49,2,1,4,80000.0,2,43,7.68,0.0,674.0,1.0,8.0,0.0,10994.0,65.1,13.0,0.0,0.0,0.0,0,21.7,0.04716504332296114,0.09919638275765608
1784357,35000.0,1,20.2,931.19,4,10,0,133066.0,2,42,25.35,0.0,714.0,0.0,12.0,0.0,28925.0,93.6,31.0,0.0,0.0,0.0,0,26.2,0.052985434109075885,0.0701929618699586
1903928,7000.0,0,18.49,254.8,1,4,4,55000.0,2,29,15.67,0.0,664.0,0.0,8.0,0.0,6333.0,56.0,14.0,0.0,0.0,0.0,0,9.0,0.04626992540379364,-0.11064631120787448
1291612,3500.0,0,19.99,130.06,5,10,0,65000.0,9,14,6.0,0.0,684.0,0.0,8.0,0.0,9194.0,77.9,16.0,0.0,0.0,0.0,0,14.8,0.0670885360865812,0.1018388687501448
1251731,4000.0,0,23.43,155.74,10,4,0,26000.0,2,21,14.31,0.0,664.0,0.0,5.0,0.0,7837.0,96.8,13.0,0.0,0.0,0.0,0,20.3,0.04584658959625117,0.11911988723611565
1815657,3000.0,0,21.6,113.96,7,1,4,40000.0,9,41,24.36,0.0,679.0,3.0,11.0,0.0,3420.0,43.3,19.0,0.0,0.0,0.0,0,5.8,0.050019649383514185,0.10993158793468738
1201143,2000.0,0,20.99,75.34,8,10,0,80000.0,9,36,4.16,0.0,694.0,1.0,5.0,0.0,5077.0,76.9,11.0,0.0,0.0,0.0,0,12.4,0.0542505349499823,0.1068761251571826
1833026,3975.0,0,19.72,147.16,4,1,3,20000.0,2,14,25.92,0.0,679.0,0.0,4.0,0.0,3890.0,90.5,4.0,0.0,0.0,0.0,0,5.3,0.04503362027966842,-0.12489699582517012
1929773,30000.0,0,22.78,1157.86,11,6,4,105500.0,2,14,17.9,0.0,664.0,2.0,13.0,0.0,28012.0,93.4,28.0,0.0,0.0,0.0,0,12.4,0.04548045055213282,0.09687696467367736
1917160,15000.0,0,18.49,545.99,1,3,4,70000.0,2,16,14.91,0.0,679.0,0.0,6.0,0.0,12307.0,90.5,18.0,0.0,0.0,0.0,0,6.8,0.045423271495484835,0.0942803202403002
1222962,5000.0,0,16.99,178.24,2,10,4,58000.0,1,32,12.31,0.0,694.0,1.0,6.0,0.0,4042.0,86.0,9.0,0.0,0.0,0.0,0,18.3,0.04653043240058743,-0.3704294519960011
1326337,6000.0,0,20.49,224.49,6,10,3,85000.0,2,41,10.36,0.0,674.0,0.0,7.0,0.0,19481.0,78.2,12.0,0.0,0.0,0.0,0,16.4,0.05609077023789904,0.03602725510845306
1326768,3000.0,0,18.25,108.84,2,10,0,43500.0,0,31,14.18,0.0,669.0,1.0,5.0,0.0,2748.0,63.9,12.0,0.0,0.0,0.0,0,15.9,0.04869053169812481,0.05718429174995721
1827719,3000.0,0,19.52,110.76,3,10,0,65000.0,9,22,19.0,0.0,704.0,1.0,10.0,0.0,23806.0,85.0,31.0,0.0,0.0,0.0,0,28.2,0.06709534536308948,0.0994746734872971
1262056,35000.0,0,18.24,1269.56,4,1,4,193000.0,2,32,6.07,0.0,699.0,0.0,8.0,0.0,19712.0,70.7,10.0,0.0,0.0,0.0,0,16.7,0.0498150429500898,0.09301967345755413
1348390,3000.0,0,17.57,107.82,1,10,0,60000.0,2,21,23.28,0.0,684.0,1.0,8.0,0.0,11559.0,98.0,24.0,0.0,0.0,0.0,0,16.1,0.050221364322562606,0.08887875793046351
1775830,20000.0,0,19.52,738.39,3,10,0,70000.0,2,21,19.0,2.0,679.0,1.0,11.0,0.0,35750.0,81.6,30.0,0.0,0.0,0.0,0,24.8,0.0484382516473866,0.08152932629887387
1271378,3050.0,0,19.52,112.61,6,0,0,59000.0,2,32,19.96,1.0,669.0,1.0,9.0,1.0,4701.0,94.0,25.0,0.0,0.0,0.0,0,30.0,0.055564661716008684,0.0994701822767614
1912237,10800.0,0,17.77,389.21,0,10,0,95000.0,2,17,10.79,0.0,669.0,1.0,11.0,0.0,17420.0,75.4,35.0,0.0,0.0,0.0,0,17.6,0.04672636691893,0.07385464206994996
1840202,3300.0,0,19.72,122.17,4,2,4,37000.0,1,4,10.54,0.0,669.0,1.0,4.0,0.0,4770.0,85.2,6.0,0.0,0.0,0.0,0,4.8,0.047860746270849484,0.09403904708600687
1764073,5000.0,0,20.2,186.33,4,10,4,87295.0,2,14,4.95,0.0,674.0,1.0,6.0,0.0,11038.0,97.7,12.0,0.0,0.0,0.0,0,10.1,0.049085993496621065,0.10299404708298177
1205129,5000.0,0,16.99,178.24,2,10,0,65000.0,2,9,12.7,0.0,669.0,1.0,7.0,2.0,5152.0,79.3,14.0,0.0,0.0,0.0,0,21.4,0.04519889196520624,0.08246996689323073
1873697,35000.0,1,17.77,884.4,0,10,0,108000.0,2,41,23.17,0.0,694.0,0.0,13.0,0.0,39699.0,82.9,28.0,0.0,0.0,0.0,0,17.0,0.04618752077496285,0.08140370234766993
1752264,1000.0,0,23.7,39.08,10,10,0,95000.0,9,17,23.7,0.0,679.0,2.0,18.0,0.0,23655.0,82.7,33.0,0.0,0.0,0.0,0,18.3,0.054513178931369824,0.10897885148025854
1863306,5500.0,0,17.77,198.21,0,6,0,30000.0,4,9,11.4,0.0,694.0,0.0,7.0,0.0,6031.0,83.8,8.0,0.0,0.0,0.0,0,6.8,0.04775596401426649,0.05580833505305893
1763292,2400.0,0,23.4,93.41,9,8,0,34000.0,10,3,17.51,0.0,684.0,1.0,6.0,0.0,2951.0,79.5,17.0,0.0,0.0,0.0,0,8.3,0.050352193642059916,0.03576232165450932
