,loan_amnt,term,int_rate,installment,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prob_paid_back,loan_status,cagr
1258268,4175.0,0,15.61,145.98,0,26852,1,4,43000.0,2,46,7.14,0.0,664.0,1.0,9.0,3.0,3227.0,33.6,21.0,0.0,0.0,0.0,0,17.9,0.9340003132820128,1,0.07790640343810917
1259608,13000.0,1,16.29,318.15,1,39294,10,3,87000.0,6,31,2.73,0.0,664.0,0.0,5.0,2.0,1574.0,22.8,27.0,0.0,0.0,0.0,0,20.8,0.9435558915138244,1,0.03759521967743962
1260627,1600.0,0,16.29,56.49,1,47806,6,4,42000.0,2,21,17.97,0.0,669.0,1.0,10.0,0.0,3635.0,27.7,11.0,0.0,0.0,0.0,0,4.0,0.9001578688621521,1,0.08314655946417583
1263393,1625.0,0,16.99,57.93,2,3527,10,0,35000.0,2,14,8.16,0.0,674.0,1.0,9.0,1.0,1967.0,20.0,27.0,0.0,0.0,0.0,0,13.8,0.9515907168388368,1,0.05510462765362867
1263662,5500.0,0,17.57,197.66,3,33738,10,0,54000.0,2,22,10.62,0.0,674.0,2.0,6.0,2.0,146.0,8.6,24.0,0.0,0.0,0.0,0,23.3,0.9022694230079652,1,0.08914118758518286
1264864,1125.0,0,17.57,40.43,3,8632,10,3,35000.0,9,20,1.51,0.0,669.0,0.0,4.0,2.0,682.0,26.0,8.0,0.0,0.0,0.0,0,18.9,0.963569402694702,1,0.0749232275259597
1265245,2675.0,0,17.57,96.14,3,16725,10,4,160000.0,2,31,5.46,0.0,669.0,1.0,7.0,3.0,702.0,18.5,28.0,0.0,0.0,0.0,0,15.3,0.9195367097854614,1,0.02282310325881753
1265427,4000.0,0,15.61,139.86,0,1842,10,0,85000.0,5,2,9.74,0.0,679.0,1.0,3.0,1.0,707.0,31.0,21.0,0.0,0.0,0.0,0,19.3,0.9163741469383241,1,0.07971945219470755
1265728,5000.0,0,15.61,174.83,0,34596,1,0,120000.0,11,10,32.65,0.0,714.0,1.0,11.0,0.0,34545.0,85.3,34.0,0.0,0.0,0.0,0,27.9,0.9019281268119812,1,0.07971672309426793
1266860,6000.0,0,16.29,211.81,1,17772,1,3,48000.0,2,6,9.98,0.0,699.0,0.0,4.0,0.0,17127.0,97.9,10.0,0.0,0.0,0.0,0,15.1,0.9004721641540527,1,0.08241395489638625
1267113,1600.0,0,18.99,58.65,5,37019,10,3,35880.0,12,2,11.67,0.0,664.0,0.0,8.0,0.0,1525.0,23.8,24.0,0.0,0.0,0.0,0,15.8,0.9254900813102722,1,0.0967870970811795
1267689,20000.0,0,18.24,725.46,4,47042,10,0,166705.0,2,34,33.17,0.0,699.0,0.0,26.0,0.0,190899.0,86.9,44.0,0.0,0.0,0.0,0,18.7,0.9442044496536256,1,0.07724204863385986
1270122,3000.0,0,17.57,107.82,3,46550,10,4,360000.0,12,10,2.78,0.0,714.0,1.0,4.0,0.0,1705.0,65.6,10.0,0.0,0.0,0.0,0,13.5,0.9193410277366638,1,0.040038829911157585
1270722,1000.0,0,15.61,34.97,0,56700,4,3,92000.0,4,40,10.1,0.0,664.0,1.0,8.0,1.0,8110.0,85.4,21.0,0.0,0.0,0.0,0,27.1,0.9345698952674866,1,0.06949520545184162
1270924,35000.0,1,19.52,917.97,6,4282,10,0,650000.0,4,18,7.14,0.0,719.0,5.0,16.0,0.0,99536.0,87.1,42.0,0.0,0.0,0.0,0,23.6,0.904410481452942,1,0.009480770554188613
1272679,1000.0,0,15.61,34.97,0,60889,2,4,42000.0,9,38,14.23,1.0,689.0,0.0,8.0,0.0,5069.0,53.4,23.0,0.0,0.0,0.0,0,15.5,0.9136009216308594,1,0.03451500844543687
1273038,1000.0,0,18.24,36.28,4,37937,8,4,43000.0,2,35,14.79,0.0,679.0,0.0,9.0,1.0,8628.0,80.6,16.0,0.0,0.0,0.0,0,10.4,0.927599847316742,1,0.10197858010296336
1273176,5500.0,0,16.99,196.07,2,16459,7,0,106000.0,4,4,0.0,0.0,724.0,1.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,20.0,0.9526991844177246,1,0.06541699846894122
1273326,5000.0,0,15.61,174.83,0,32920,4,0,60000.0,7,3,8.1,0.0,694.0,0.0,3.0,0.0,5454.0,81.4,12.0,0.0,0.0,0.0,0,13.2,0.926152229309082,0,-0.44083670870651337
1273668,4075.0,0,16.29,143.85,1,28776,5,4,39600.0,2,21,4.21,0.0,674.0,1.0,5.0,0.0,1962.0,54.5,5.0,0.0,0.0,0.0,0,3.2,0.9234465956687928,1,0.0831626204404936
1274216,35000.0,1,16.99,869.66,2,37295,6,3,444569.0,2,10,15.37,0.0,694.0,0.0,14.0,0.0,256435.0,71.1,48.0,0.0,0.0,0.0,0,19.7,0.9091602563858032,1,0.05294946932495126
1274942,13725.0,0,16.99,489.27,2,3155,10,0,80000.0,4,18,3.53,0.0,674.0,2.0,8.0,2.0,6696.0,28.0,16.0,0.0,0.0,0.0,0,14.6,0.9074963927268982,1,0.05072791372351615
1277129,5900.0,0,15.61,206.3,0,28776,7,3,95000.0,4,31,6.3,0.0,674.0,0.0,6.0,4.0,11535.0,68.7,15.0,0.0,0.0,0.0,0,28.9,0.9110082983970642,1,0.07971644555696167
1277711,12450.0,0,15.61,435.32,0,28640,9,0,80000.0,2,47,17.18,0.0,689.0,0.0,8.0,1.0,5217.0,36.0,21.0,0.0,0.0,0.0,0,14.2,0.926850438117981,1,0.008504707209211482
1278874,4075.0,0,16.29,143.85,1,27430,1,4,32000.0,6,44,21.87,0.0,699.0,1.0,8.0,0.0,3297.0,59.9,9.0,0.0,0.0,0.0,0,3.8,0.901363730430603,1,0.07190636190269584
1278910,2000.0,0,16.29,70.61,1,3845,1,4,20000.0,12,28,14.65,0.0,684.0,0.0,14.0,0.0,3820.0,26.9,15.0,0.0,0.0,0.0,0,3.9,0.9295272827148438,1,0.08315012131826349
1279120,9000.0,0,16.29,317.71,1,16725,1,3,70000.0,2,1,6.69,0.0,684.0,3.0,3.0,4.0,8513.0,31.0,9.0,0.0,0.0,0.0,0,12.8,0.913139581680298,1,0.07845432515250739
1279337,1000.0,0,16.29,35.31,1,35222,7,4,115000.0,11,19,20.71,3.0,689.0,1.0,10.0,0.0,1613.0,15.0,19.0,0.0,0.0,0.0,0,19.8,0.9164530038833618,1,0.080927415546308
1280278,5000.0,0,18.25,181.39,2,8645,5,4,50000.0,2,9,2.76,0.0,664.0,0.0,4.0,1.0,3761.0,67.2,10.0,0.0,0.0,0.0,0,16.5,0.906238853931427,1,0.040516262419415305
1280386,2000.0,0,20.49,74.83,6,36207,2,4,11200.0,2,4,18.97,1.0,664.0,0.0,12.0,0.0,5723.0,29.5,14.0,0.0,0.0,0.0,0,6.7,0.9322722554206848,1,0.10324850346802884
1280750,5600.0,0,18.92,205.05,3,49676,6,4,54000.0,8,31,6.33,0.0,719.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0,21.7,0.905243992805481,1,0.025972562071713057
1281514,8400.0,1,17.57,211.35,1,6801,5,4,103000.0,6,4,10.72,0.0,674.0,0.0,4.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0,10.6,0.9063094258308412,1,0.023184939258011017
1282726,10800.0,1,16.59,266.04,0,47185,10,0,90000.0,9,42,0.52,0.0,724.0,0.0,6.0,1.0,1716.0,26.4,24.0,0.0,0.0,0.0,0,12.1,0.9244288802146912,1,0.06837258834422744
1284295,10525.0,0,6.0,339.71,0,30764,10,0,50000.0,2,22,14.95,0.0,664.0,1.0,11.0,0.0,12700.0,75.1,17.0,0.0,0.0,0.0,0,11.2,0.95894056558609,1,0.07503586456109113
1284366,2400.0,0,17.57,86.25,1,58826,8,4,54000.0,2,13,2.69,0.0,674.0,1.0,2.0,2.0,233.0,3.1,8.0,0.0,0.0,0.0,0,28.9,0.9358752369880676,1,0.08963514498508651
1285368,10000.0,0,16.59,354.5,0,46550,10,0,101000.0,2,4,18.26,1.0,704.0,2.0,10.0,0.0,260560.0,74.2,23.0,0.0,0.0,0.0,0,18.3,0.9153091311454772,1,0.04926085546475933
1285784,6700.0,0,16.59,237.51,0,39350,2,3,68000.0,12,30,2.33,0.0,669.0,2.0,3.0,1.0,1159.0,19.0,20.0,0.0,0.0,0.0,0,13.8,0.915125608444214,1,0.05919231292726512
1286598,3125.0,0,20.49,116.92,6,39294,9,4,67000.0,9,28,9.28,0.0,669.0,0.0,3.0,0.0,1166.0,89.7,6.0,0.0,0.0,0.0,0,18.8,0.92966890335083,1,0.10435875342792844
1287015,2800.0,0,16.59,99.26,0,33344,1,4,69500.0,4,5,11.86,0.0,664.0,1.0,11.0,1.0,1554.0,30.5,35.0,0.0,0.0,0.0,0,11.3,0.90639328956604,1,0.07358050042473052
1288600,1000.0,0,16.59,35.45,0,36199,1,4,39000.0,2,25,4.03,0.0,669.0,1.0,4.0,0.0,4479.0,74.6,5.0,0.0,0.0,0.0,0,8.1,0.9313687086105348,1,0.08460454963968278
1288623,6500.0,0,16.59,230.42,0,253,5,4,130000.0,2,10,5.39,2.0,679.0,1.0,14.0,2.0,13174.0,46.6,36.0,0.0,0.0,0.0,0,24.1,0.9354397058486938,1,0.08457125758925965
1290278,26000.0,1,6.0,511.92,0,6597,10,0,75000.0,2,42,24.94,1.0,709.0,0.0,16.0,0.0,19651.0,52.6,44.0,0.0,0.0,0.0,0,13.5,0.9500082731246948,1,0.044523518413006835
1290471,1800.0,0,19.47,66.41,4,42323,1,3,70000.0,11,5,19.61,0.0,684.0,3.0,14.0,0.0,1957.0,36.2,30.0,0.0,0.0,0.0,0,8.6,0.9007309079170228,1,0.09922331519145301
1290530,2125.0,0,16.59,75.33,0,51110,10,0,123000.0,2,13,8.46,0.0,674.0,4.0,7.0,0.0,2078.0,17.0,21.0,0.0,0.0,0.0,0,28.9,0.9404688477516174,1,0.03290339045429036
1292503,1000.0,0,18.25,36.28,2,15720,5,4,49362.6,12,31,13.1,0.0,694.0,2.0,7.0,0.0,1452.0,21.7,21.0,0.0,0.0,0.0,0,7.3,0.9224368929862976,1,0.005044510128211277
1292601,6075.0,0,16.59,215.36,0,48178,4,0,84000.0,2,16,12.54,0.0,664.0,0.0,8.0,1.0,3894.0,72.1,12.0,0.0,0.0,0.0,0,27.6,0.9039258360862732,1,0.08253429284877911
1293042,3125.0,0,17.57,112.31,1,50421,0,4,91000.0,9,4,5.12,0.0,674.0,0.0,4.0,1.0,637.0,17.0,22.0,0.0,0.0,0.0,0,14.3,0.9332203865051271,1,0.041304084011553284
1294384,1600.0,0,17.57,57.5,1,45017,10,0,56000.0,2,45,26.49,3.0,684.0,0.0,4.0,0.0,556.0,11.1,23.0,0.0,0.0,0.0,0,18.9,0.9297751188278198,1,0.08717896896650568
1294506,1600.0,0,19.47,59.04,4,62856,3,0,78000.0,12,31,14.1,3.0,684.0,0.0,6.0,0.0,2695.0,48.1,28.0,0.0,0.0,0.0,0,14.9,0.9165114164352416,1,0.09442774321434322
1294556,2000.0,0,17.57,71.88,1,38461,5,0,72000.0,1,10,19.17,1.0,674.0,1.0,20.0,0.0,24104.0,52.6,36.0,0.0,0.0,0.0,0,19.1,0.9196946024894714,1,0.08934729006622111
1294828,3200.0,0,19.47,118.07,4,3419,2,0,210000.0,7,4,6.86,1.0,684.0,0.0,14.0,0.0,19737.0,75.3,35.0,0.0,0.0,0.0,0,18.0,0.9387587904930116,1,0.0992150131137306
1296440,35000.0,0,17.57,1257.8,1,7618,10,0,132000.0,2,25,10.71,0.0,679.0,1.0,9.0,0.0,45091.0,74.4,22.0,0.0,0.0,0.0,0,24.6,0.9068087935447692,0,0.020517761338279872
1297386,1950.0,0,16.59,69.13,0,18977,10,4,37884.0,12,3,17.99,0.0,669.0,1.0,5.0,0.0,4615.0,80.0,16.0,0.0,0.0,0.0,0,15.0,0.9192730188369752,1,0.04714732392541277
1297400,1500.0,0,23.43,58.41,10,55520,10,4,63790.33,12,37,9.88,0.0,664.0,0.0,7.0,0.0,8374.0,81.3,21.0,0.0,0.0,0.0,0,16.2,0.9107941389083862,1,0.11879774082720185
1298634,6000.0,0,18.25,217.67,2,37122,1,4,130000.0,9,4,6.81,1.0,664.0,0.0,6.0,0.0,15556.0,84.1,9.0,0.0,0.0,0.0,0,13.5,0.9101125001907348,1,0.09466793715620823
1298690,1500.0,0,18.25,54.42,2,20121,10,0,93000.0,0,14,15.59,1.0,679.0,0.0,12.0,1.0,15915.0,52.9,21.0,0.0,0.0,0.0,0,15.4,0.9653078317642212,0,-0.18795989208064254
1298757,1875.0,0,17.57,67.39,1,33794,8,4,60000.0,11,19,7.76,0.0,664.0,1.0,2.0,1.0,237.0,19.7,5.0,0.0,0.0,0.0,0,9.8,0.9193216562271118,1,0.08949301756488892
1298761,1000.0,0,18.92,36.62,3,3890,9,4,100500.0,12,28,29.39,0.0,699.0,1.0,12.0,0.0,49626.0,75.0,34.0,0.0,0.0,0.0,0,18.5,0.9077196717262268,1,0.04805687491190791
1300649,8000.0,0,18.25,290.23,2,34976,3,3,100000.0,1,4,12.67,1.0,669.0,0.0,8.0,0.0,18357.0,97.6,17.0,0.0,0.0,0.0,0,16.8,0.9057338237762452,1,0.04349837361217923
1301097,3975.0,0,16.59,140.91,0,34130,10,0,90000.0,2,6,11.85,0.0,664.0,2.0,8.0,0.0,7451.0,93.1,32.0,0.0,0.0,0.0,0,20.1,0.9234046936035156,1,0.05032548844697593
1301939,13100.0,0,17.57,470.78,1,12955,5,0,134570.0,2,19,7.76,0.0,669.0,0.0,8.0,1.0,5712.0,94.0,19.0,0.0,0.0,0.0,0,18.8,0.9011921286582948,1,0.08172659316125319
1302284,1200.0,0,22.45,46.11,9,28432,10,0,45000.0,11,25,31.63,0.0,719.0,0.0,10.0,0.0,42376.0,96.1,21.0,0.0,0.0,0.0,0,16.6,0.9238131046295166,0,-0.3051396861309753
1304634,35000.0,1,17.57,880.61,1,34130,10,0,300000.0,2,0,15.21,0.0,704.0,0.0,22.0,0.0,132471.0,59.5,56.0,0.0,0.0,0.0,0,17.4,0.9039717316627502,1,0.03064108208280003
1305084,11000.0,1,19.47,288.2,4,16392,3,4,80000.0,1,4,2.58,1.0,674.0,1.0,11.0,0.0,12227.0,42.5,25.0,1.0,5692.0,0.0,0,12.8,0.914746642112732,1,0.04795764390217405
1305118,35000.0,0,16.59,1240.72,0,13727,10,0,180000.0,1,21,12.57,1.0,679.0,0.0,11.0,0.0,42724.0,102.0,43.0,0.0,0.0,0.0,0,17.5,0.9191681742668152,1,0.05080892205029963
1307215,10000.0,0,16.59,354.5,0,34454,10,3,120000.0,6,20,30.87,0.0,724.0,0.0,7.0,0.0,114495.0,100.0,20.0,0.0,0.0,0.0,0,15.3,0.9095142483711244,1,0.08529349354047501
1307432,21000.0,1,19.47,550.2,4,8,2,0,148000.0,2,41,10.7,0.0,704.0,2.0,11.0,1.0,13462.0,52.0,23.0,0.0,0.0,0.0,0,14.0,0.9090590476989746,0,-0.30062545974741395
1308828,4800.0,0,16.59,170.16,0,35125,10,0,135000.0,11,4,7.02,0.0,669.0,3.0,15.0,1.0,1310.0,9.2,39.0,0.0,0.0,0.0,0,38.5,0.9046549797058104,1,0.02435800577907821
1309349,1200.0,0,18.92,43.94,3,43408,4,4,47000.0,9,42,20.15,0.0,719.0,0.0,9.0,0.0,11466.0,78.5,14.0,0.0,0.0,0.0,0,8.4,0.924424946308136,1,0.08827303708498735
1309904,30000.0,1,19.47,786.0,4,3588,6,0,150000.0,2,42,16.06,0.0,684.0,0.0,13.0,0.0,197625.0,83.0,28.0,0.0,0.0,0.0,0,20.3,0.9171024560928344,1,0.07220349557424878
1311163,1000.0,0,24.5,39.5,12,7896,9,3,50000.0,7,13,25.61,1.0,669.0,1.0,14.0,0.0,26823.0,88.8,25.0,0.0,0.0,0.0,0,34.1,0.9325511455535888,0,-0.2425919320649128
1312744,1600.0,0,19.47,59.04,4,33344,1,4,39520.0,2,4,19.07,0.0,679.0,1.0,6.0,0.0,3198.0,71.1,8.0,0.0,0.0,0.0,0,3.2,0.9571651816368104,1,0.04713314715030848
1313089,1700.0,0,19.99,63.17,5,26447,2,0,37960.0,2,15,16.03,1.0,704.0,1.0,5.0,1.0,2292.0,27.3,11.0,0.0,0.0,0.0,0,9.7,0.963891863822937,1,0.10184299691266617
1314096,6200.0,0,16.59,219.79,0,37772,10,0,100824.0,9,13,8.09,0.0,704.0,1.0,10.0,0.0,20590.0,67.1,23.0,0.0,0.0,0.0,0,27.9,0.9082769751548768,1,0.08467856998609569
1314810,3500.0,0,17.57,125.78,1,17670,10,0,60000.0,9,40,17.5,1.0,679.0,1.0,15.0,1.0,8084.0,26.0,26.0,0.0,0.0,0.0,0,26.7,0.9119593501091005,1,0.08963624367063194
1314966,7350.0,0,17.57,264.14,1,34642,4,0,117000.0,4,19,6.25,1.0,669.0,0.0,8.0,1.0,2731.0,60.7,28.0,0.0,0.0,0.0,0,16.3,0.9090421199798584,1,0.05470133638887886
1315075,4800.0,0,18.92,175.76,3,1274,5,0,93000.0,2,13,14.23,0.0,674.0,3.0,8.0,0.0,10194.0,78.4,40.0,0.0,0.0,0.0,0,12.3,0.9087062478065492,1,0.09603012526603494
1315418,20000.0,0,16.59,708.99,0,34992,10,0,90000.0,2,4,7.91,1.0,669.0,0.0,6.0,0.0,19131.0,72.0,11.0,0.0,0.0,0.0,0,13.7,0.9003004431724548,1,0.07836988304202186
1315498,5000.0,0,22.45,192.12,9,57674,9,4,42000.0,9,21,2.71,0.0,674.0,0.0,3.0,1.0,2643.0,38.9,7.0,0.0,0.0,0.0,0,18.7,0.904260516166687,1,0.0953300645906714
1316119,3000.0,0,18.25,108.84,2,15889,10,0,84012.0,4,5,19.45,1.0,674.0,1.0,6.0,0.0,4426.0,40.6,28.0,1.0,2634.0,1.0,0,27.0,0.964832842350006,1,0.09130052661732237
1317016,35000.0,0,18.92,1281.55,3,3992,10,0,300000.0,1,31,17.3,0.0,714.0,0.0,12.0,0.0,492732.0,67.8,18.0,0.0,0.0,0.0,0,31.9,0.9089598655700684,1,0.015203953981191454
1318168,2400.0,0,18.25,87.07,2,47062,1,0,79000.0,9,44,17.2,0.0,714.0,1.0,8.0,0.0,15758.0,87.1,12.0,0.0,0.0,0.0,0,13.3,0.902791440486908,1,0.06538447284566318
1320593,1200.0,0,18.92,43.94,3,15076,5,4,60000.0,9,4,19.54,0.0,704.0,0.0,7.0,0.0,17767.0,87.5,21.0,0.0,0.0,0.0,0,20.8,0.9071382880210876,1,0.09644807836470592
1321064,3500.0,0,17.57,125.78,1,29327,10,0,100000.0,2,25,14.55,0.0,704.0,0.0,8.0,0.0,44032.0,77.5,22.0,0.0,0.0,0.0,0,12.2,0.9053385257720948,1,0.0048573206168762715
1321585,2975.0,0,16.59,105.47,0,42172,3,0,120000.0,7,39,5.53,0.0,694.0,0.0,5.0,0.0,3000.0,37.5,14.0,0.0,0.0,0.0,0,13.0,0.9151403903961182,1,0.08467247209988993
1321898,5300.0,0,18.25,192.28,2,21097,5,0,127000.0,2,19,2.65,0.0,664.0,2.0,6.0,0.0,4809.0,48.0,11.0,0.0,0.0,0.0,0,8.2,0.9350244998931884,1,0.09306671421166256
1322206,5000.0,0,18.92,183.08,3,41417,3,0,108000.0,7,4,15.13,0.0,669.0,0.0,7.0,0.0,3026.0,100.9,23.0,0.0,0.0,0.0,0,24.5,0.922616481781006,1,0.0964502898879762
1323161,3000.0,0,16.59,106.35,0,39041,1,4,75000.0,8,21,29.06,0.0,704.0,0.0,8.0,0.0,5845.0,99.1,28.0,0.0,0.0,0.0,0,10.4,0.9019414782524108,1,0.05546657710040925
1324585,4000.0,0,17.57,143.75,1,45028,2,4,120000.0,2,4,13.63,0.0,664.0,1.0,8.0,1.0,2044.0,18.1,28.0,0.0,0.0,0.0,0,21.2,0.9187417030334472,1,0.0332801452566871
1326767,2400.0,0,18.25,87.07,2,7421,6,0,48000.0,2,4,14.75,1.0,669.0,0.0,8.0,0.0,14652.0,77.5,50.0,0.0,0.0,0.0,0,20.9,0.9127350449562072,1,0.06673854769601739
1327190,3000.0,0,18.92,109.85,3,14407,10,4,110004.0,7,40,4.78,1.0,694.0,0.0,9.0,0.0,7368.0,32.6,24.0,0.0,0.0,0.0,0,22.0,0.9257066249847412,1,0.07935794791105777
1330841,7475.0,0,18.25,271.18,2,62228,3,0,86000.0,2,42,2.6,0.0,664.0,0.0,6.0,1.0,2502.0,62.5,11.0,0.0,0.0,0.0,0,15.1,0.9107778072357178,1,0.06101999987153106
1331505,1200.0,0,20.5,44.91,5,3264,1,4,55000.0,8,32,1.16,0.0,714.0,0.0,4.0,0.0,1900.0,25.3,4.0,0.0,0.0,0.0,0,14.2,0.9086750149726868,1,0.0216046973038313
1333909,1200.0,0,23.7,46.9,10,30072,10,4,52249.0,9,21,19.11,0.0,674.0,0.0,10.0,1.0,13104.0,88.5,16.0,0.0,0.0,0.0,0,20.5,0.9297879338264464,1,0.12044283205389772
1334583,3575.0,0,18.25,129.7,2,14407,10,0,140000.0,1,41,13.11,4.0,669.0,3.0,19.0,0.0,16014.0,53.7,60.0,0.0,0.0,0.0,0,16.6,0.914705455303192,0,0.0278608531240716
1336090,25000.0,0,16.99,891.2,0,36347,10,0,150000.0,4,31,8.94,1.0,684.0,0.0,10.0,1.0,32637.0,84.1,33.0,0.0,0.0,0.0,0,24.1,0.9016410708427428,1,0.06731477973513368
1336490,6000.0,0,19.97,222.89,4,10273,10,0,103000.0,2,31,9.04,1.0,699.0,0.0,11.0,0.0,26913.0,58.5,29.0,0.0,0.0,0.0,0,27.9,0.9242032170295716,0,-0.03498882906133849
1336636,29450.0,0,19.22,1082.8,3,474,10,0,221000.0,9,40,16.66,3.0,669.0,1.0,11.0,0.0,13331.0,79.4,32.0,0.0,0.0,0.0,0,35.9,0.9050664305686952,1,0.09796422349090816
1336795,2400.0,0,20.5,89.81,5,14263,8,4,79992.0,9,31,8.7,0.0,694.0,0.0,16.0,0.0,6054.0,27.6,41.0,0.0,0.0,0.0,0,13.1,0.9136383533477784,1,0.059167644951567226
1338134,1500.0,0,23.7,58.62,10,57873,3,4,49000.0,1,4,3.99,0.0,694.0,0.0,4.0,0.0,4689.0,53.3,7.0,0.0,0.0,0.0,0,16.8,0.9106072783470154,1,0.12045676738950073
1341752,5000.0,0,16.99,178.24,0,10011,9,0,109581.0,4,3,3.86,0.0,684.0,2.0,6.0,0.0,15832.0,80.4,19.0,0.0,0.0,0.0,0,18.8,0.9299098253250122,1,0.0340638146249459
1342422,6400.0,0,16.99,228.15,0,6727,8,4,95000.0,9,31,5.29,0.0,669.0,0.0,12.0,2.0,6524.0,32.8,29.0,0.0,0.0,0.0,0,24.6,0.9008029103279114,1,0.0644805044229857
1343614,4500.0,0,17.57,161.72,1,50421,0,0,62000.0,9,4,6.04,2.0,669.0,0.0,8.0,1.0,4629.0,61.0,48.0,0.0,0.0,0.0,0,17.8,0.9117236733436584,0,-0.13025094949456395
1344372,14000.0,1,6.0,279.83,5,17671,7,0,75000.0,4,40,11.82,0.0,674.0,3.0,6.0,0.0,14779.0,86.0,18.0,0.0,0.0,0.0,0,13.8,0.9272334575653076,1,0.03167143303897313
1345326,2800.0,0,16.99,99.82,0,37586,10,0,118000.0,9,0,15.4,0.0,714.0,0.0,12.0,0.0,22157.0,71.2,26.0,0.0,0.0,0.0,0,25.3,0.9099977016448976,1,0.08669801117984678
1345525,25000.0,0,19.22,919.19,3,29039,1,0,360000.0,2,28,18.42,1.0,699.0,0.0,11.0,0.0,100996.0,98.6,23.0,0.0,0.0,0.0,0,22.4,0.9200158715248108,1,0.09796355725957097
1345634,4200.0,0,19.97,156.03,4,33738,3,0,95000.0,2,45,8.32,0.0,664.0,1.0,9.0,4.0,1677.0,39.0,22.0,0.0,0.0,0.0,0,18.7,0.9272384047508241,0,-0.17896328589214694
1347377,2400.0,0,23.7,93.79,10,11823,2,0,99000.0,2,7,7.73,0.0,674.0,2.0,12.0,0.0,23154.0,87.4,35.0,0.0,0.0,0.0,0,23.0,0.9016143083572388,1,0.00654046242810824
1347649,10000.0,1,19.97,264.78,4,50421,10,0,250000.0,0,4,2.93,0.0,669.0,2.0,8.0,2.0,1816.0,39.5,34.0,0.0,0.0,0.0,0,20.8,0.9004294872283936,1,0.027208089172114924
1348350,2000.0,0,19.22,73.54,3,55381,9,0,50000.0,2,30,7.39,0.0,704.0,1.0,10.0,0.0,1046.0,9.4,24.0,0.0,0.0,0.0,0,37.9,0.904443860054016,1,0.048983840147529316
1348708,35000.0,0,18.25,1269.73,2,14357,5,0,143000.0,2,19,11.7,0.0,694.0,1.0,13.0,0.0,24311.0,55.6,31.0,0.0,0.0,0.0,0,19.9,0.9101843237876892,0,-0.10049303900729477
1348907,4950.0,0,23.7,193.43,10,50421,10,0,75000.0,11,9,9.78,0.0,664.0,0.0,11.0,1.0,3739.0,27.5,36.0,0.0,0.0,0.0,0,30.6,0.9004149436950684,1,0.1191794651214233
1349518,2000.0,0,21.48,75.85,6,14407,10,0,189000.0,4,31,13.12,1.0,664.0,0.0,15.0,0.0,20921.0,86.5,21.0,0.0,0.0,0.0,0,21.9,0.9217300415039062,1,0.04243880516605203
1351904,5000.0,0,19.97,185.75,4,36292,10,0,100000.0,4,11,7.81,1.0,674.0,0.0,7.0,0.0,13041.0,86.9,17.0,0.0,0.0,0.0,0,17.8,0.9228612780570984,1,0.10173749294091428
1352594,24375.0,0,21.48,924.35,6,33658,8,0,300000.0,2,13,11.27,1.0,679.0,2.0,12.0,0.0,22496.0,89.6,58.0,0.0,0.0,0.0,0,18.9,0.9088641405105592,1,0.09221830167077116
1611874,1000.0,0,16.29,35.31,0,24184,1,4,28000.0,2,22,20.31,0.0,669.0,1.0,11.0,0.0,6524.0,81.5,23.0,0.0,0.0,0.0,0,4.3,0.9209413528442384,1,0.0831358737656882
1614634,3125.0,1,16.77,77.28,1,22922,10,0,135000.0,1,4,9.56,0.0,689.0,2.0,11.0,0.0,29315.0,93.1,31.0,0.0,0.0,0.0,0,17.9,0.900315523147583,1,0.06483942488068051
1618058,24000.0,1,18.25,612.72,4,6509,5,4,368000.0,13,31,0.09,1.0,699.0,0.0,8.0,0.0,3447.0,12.2,9.0,0.0,0.0,0.0,0,37.9,0.91831237077713,1,0.0890262312416159
1620244,30000.0,0,15.62,1049.1,0,36782,10,0,200000.0,1,4,17.3,1.0,709.0,0.0,18.0,0.0,115901.0,74.2,39.0,0.0,0.0,0.0,0,33.0,0.9382315278053284,1,0.07976989709224536
1621051,3000.0,0,16.89,106.8,3,13624,5,4,60000.0,7,31,2.54,3.0,669.0,0.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0,12.0,0.9027276039123536,0,-0.070138893572948
1621594,15000.0,0,15.99,527.29,1,9734,2,0,85000.0,13,44,21.13,0.0,689.0,0.0,6.0,1.0,12721.0,95.6,12.0,0.0,0.0,0.0,0,13.9,0.9086069464683532,1,0.08164297982201685
1622348,3400.0,0,15.99,119.52,1,36524,5,4,60000.0,13,13,0.84,1.0,674.0,0.0,5.0,0.0,1509.0,50.3,9.0,0.0,0.0,0.0,0,17.6,0.9213653802871704,1,0.0816422122014766
1623657,24000.0,1,17.49,474.08,4,254,10,0,127000.0,1,31,12.84,0.0,714.0,0.0,10.0,0.0,31137.0,84.2,32.0,0.0,0.0,0.0,0,17.4,0.9115797877311708,0,-0.014526714243639384
