,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,acc_now_delinq,delinq_amnt,collections_12_mths_ex_med,application_type,credit_hist_years,prediction,cagr
1197704,6000.0,0,15.61,209.79,0,10,0,65000.0,4,4,4.68,1.0,664.0,0.0,6.0,0.0,7230.0,70.2,17.0,1.0,0.0,0.0,0,19.6,0.025700003,0.07961676574996446
1831476,1000.0,0,18.25,36.28,1,10,0,38000.0,4,5,6.0,0.0,674.0,1.0,5.0,1.0,5941.0,84.9,9.0,0.0,0.0,0.0,0,15.8,0.026451677000000003,0.09306430085444384
1808057,6000.0,0,18.25,217.67,1,9,0,68000.0,2,21,18.0,0.0,664.0,1.0,13.0,0.0,39909.0,80.8,26.0,0.0,0.0,0.0,0,11.8,0.025141478,0.08930919765261391
1761589,3500.0,0,18.55,127.51,1,3,3,35000.0,6,41,10.87,0.0,664.0,0.0,6.0,0.0,6671.0,79.4,6.0,0.0,0.0,0.0,0,3.9,0.025400162,0.09600207817128624
1194501,5500.0,0,16.99,196.07,2,10,0,75000.0,2,10,32.93,2.0,664.0,0.0,15.0,0.0,18474.0,75.7,42.0,0.0,0.0,0.0,0,16.4,0.025061667000000003,0.0867145664485025
1216001,3500.0,0,18.99,128.28,5,5,0,56500.0,9,29,20.2,2.0,664.0,0.0,7.0,0.0,4227.0,100.6,22.0,0.0,0.0,0.0,0,11.5,0.025693357000000003,0.05736874716480145
1805887,2975.0,0,18.25,107.93,1,0,0,17340.0,2,1,30.56,0.0,674.0,1.0,6.0,1.0,10250.0,73.2,14.0,0.0,0.0,0.0,0,27.1,0.02512759,0.09198893161153032
1852297,4000.0,0,21.98,152.73,8,3,0,35000.0,11,5,14.61,0.0,699.0,1.0,7.0,0.0,3439.0,92.9,21.0,0.0,0.0,0.0,0,16.6,0.02607143,-0.25110830364254744
1206827,3900.0,0,15.61,136.37,0,1,4,75000.0,2,9,15.46,1.0,664.0,0.0,6.0,0.0,4413.0,83.3,25.0,0.0,0.0,0.0,0,23.8,0.026236206,0.06535453977693018
1850354,5000.0,0,18.75,182.65,2,2,0,80000.0,4,20,10.37,0.0,699.0,0.0,4.0,0.0,6661.0,73.6,4.0,0.0,0.0,0.0,0,8.5,0.02675891,0.08564475746938037
1138471,4000.0,0,15.59,139.82,0,0,0,20000.0,9,21,17.89,0.0,664.0,0.0,8.0,2.0,8631.0,90.9,12.0,0.0,0.0,0.0,0,15.3,0.025688142,0.0793793848438673
1853379,5200.0,0,19.05,190.75,3,0,0,75920.0,1,23,17.24,0.0,664.0,1.0,9.0,0.0,5871.0,71.6,10.0,0.0,0.0,0.0,0,12.8,0.026553302999999997,0.09710263288184452
1316590,3750.0,0,19.47,138.36,4,1,3,20000.0,2,6,22.81,0.0,664.0,0.0,5.0,0.0,2095.0,77.6,7.0,0.0,0.0,0.0,0,16.4,0.025497287999999996,0.09695983309556366
1875650,2800.0,0,17.77,100.91,0,9,3,25400.0,4,10,5.43,1.0,689.0,0.0,2.0,1.0,3824.0,64.8,7.0,0.0,0.0,0.0,0,17.3,0.0255709,0.09064022964328576
1283429,3500.0,0,21.18,132.19,7,10,3,42000.0,12,10,15.43,0.0,669.0,0.0,12.0,0.0,6910.0,83.3,20.0,0.0,0.0,0.0,0,13.2,0.025194705,0.10782784578482008
1771921,3600.0,0,21.7,136.93,6,8,0,175000.0,4,29,6.78,1.0,679.0,1.0,9.0,0.0,11189.0,74.1,28.0,0.0,0.0,0.0,0,11.9,0.028210818999999998,0.11044210562022604
1887836,2400.0,0,18.49,87.36,1,1,3,30000.0,1,9,17.72,0.0,679.0,0.0,21.0,0.0,4682.0,91.8,30.0,0.0,0.0,0.0,0,32.4,0.026379257000000003,0.08486266585785396
1824297,2000.0,0,18.25,72.56,1,10,3,70000.0,7,33,14.71,0.0,699.0,1.0,12.0,0.0,24026.0,60.4,24.0,0.0,0.0,0.0,0,13.1,0.026752800000000004,0.09306430085565752
1320160,2000.0,0,18.92,73.24,3,5,4,80000.0,10,32,1.43,0.0,679.0,0.0,3.0,0.0,1811.0,86.2,4.0,0.0,0.0,0.0,0,7.2,0.025932967999999997,0.07898825001421361
1886125,3000.0,0,18.49,109.2,1,10,0,200000.0,9,3,15.14,0.0,689.0,2.0,10.0,0.0,15270.0,91.4,31.0,0.0,0.0,0.0,0,18.7,0.027185827000000003,0.03258019754716157
1849641,3500.0,0,19.72,129.58,4,0,0,18300.0,9,16,12.59,0.0,679.0,0.0,5.0,0.0,4948.0,97.0,6.0,0.0,0.0,0.0,0,8.9,0.025905222000000002,0.1004780380791952
1304896,3200.0,0,20.49,119.73,6,10,0,40000.0,2,18,13.86,0.0,664.0,1.0,7.0,0.0,2491.0,85.9,39.0,0.0,0.0,0.0,0,18.8,0.026384741,0.10435434490692908
1316577,3500.0,0,20.49,130.95,6,10,0,70000.0,2,26,15.46,1.0,664.0,0.0,11.0,0.0,9254.0,84.1,15.0,0.0,0.0,0.0,0,15.1,0.027776002999999997,0.0841116375720179
1341987,2000.0,0,16.99,71.3,0,10,0,100000.0,9,34,17.72,0.0,679.0,0.0,13.0,1.0,13396.0,85.9,32.0,0.0,0.0,0.0,0,9.9,0.027453005,0.08589002975558513
1314966,7350.0,0,17.57,264.14,1,4,0,117000.0,4,20,6.25,1.0,669.0,0.0,8.0,1.0,2731.0,60.7,28.0,0.0,0.0,0.0,0,16.3,0.025114954,0.05470133638887886
1276040,3000.0,0,18.99,109.96,5,5,3,102000.0,8,10,6.01,1.0,694.0,0.0,8.0,0.0,5689.0,45.8,22.0,0.0,0.0,0.0,0,15.1,0.026771009,0.005247966227687639
1239156,2700.0,0,22.15,103.33,9,10,0,83000.0,7,43,31.69,0.0,704.0,0.0,18.0,0.0,45306.0,69.2,39.0,0.0,0.0,0.0,0,11.9,0.025709718,0.10918502009612774
1156130,3950.0,0,15.61,138.12,0,7,0,62000.0,2,2,21.91,0.0,664.0,1.0,11.0,0.0,35820.0,98.7,41.0,0.0,0.0,0.0,0,19.6,0.027127743,0.042490504610809054
1329938,2500.0,0,19.97,92.88,4,10,3,82000.0,2,14,2.55,0.0,664.0,0.0,3.0,0.0,4525.0,90.5,6.0,0.0,0.0,0.0,0,12.9,0.028143197000000002,0.10173048216270296
1343025,4000.0,0,19.97,148.6,4,10,4,70000.0,12,4,15.21,0.0,684.0,0.0,14.0,0.0,6947.0,47.3,33.0,0.0,0.0,0.0,0,17.9,0.02554527,0.10139973325676066
1338014,1000.0,0,19.97,37.15,4,3,0,100000.0,7,9,2.1,0.0,664.0,0.0,4.0,1.0,4658.0,70.0,11.0,0.0,0.0,0.0,0,21.2,0.029846251,0.0986070522601381
1141793,5500.0,0,15.99,193.34,1,9,0,64000.0,2,1,5.7,0.0,669.0,0.0,12.0,1.0,5765.0,66.3,37.0,0.0,0.0,0.0,0,15.5,0.025506854,-0.35240696552406137
1827522,5000.0,0,18.25,181.39,1,6,0,88044.0,12,14,20.71,0.0,679.0,1.0,14.0,0.0,21791.0,68.3,30.0,0.0,0.0,0.0,0,12.1,0.026412457,0.0930706962254766
1223745,1000.0,0,20.2,37.27,7,10,0,60000.0,9,35,16.08,0.0,689.0,0.0,12.0,0.0,15391.0,99.9,22.0,0.0,0.0,0.0,0,19.6,0.027383596,0.055610182871031366
1259266,5500.0,0,15.61,192.31,0,9,0,102000.0,9,11,26.96,1.0,689.0,0.0,22.0,0.0,99880.0,73.1,44.0,0.0,0.0,0.0,0,35.6,0.026166587999999998,0.07584145076288085
1315049,3250.0,0,23.43,126.54,10,6,0,25576.8,9,5,8.96,0.0,719.0,1.0,4.0,0.0,8799.0,76.5,6.0,0.0,0.0,0.0,0,36.4,0.02615282,-0.004228108113311091
1619827,4000.0,0,15.99,140.61,1,10,0,51684.36,4,41,4.6,0.0,679.0,0.0,3.0,0.0,5746.0,92.7,14.0,0.0,0.0,0.0,0,14.3,0.026035457999999997,0.083115316837302
1306337,5000.0,0,20.49,187.07,6,3,4,190000.0,9,7,10.95,0.0,664.0,0.0,11.0,0.0,69968.0,91.4,37.0,0.0,0.0,0.0,0,15.0,0.025852202999999997,0.10428010288249444
1847580,3600.0,0,19.05,132.06,3,1,4,63995.0,1,4,13.29,1.0,684.0,1.0,13.0,0.0,7033.0,70.3,33.0,0.0,0.0,0.0,0,13.5,0.025569587999999997,0.08515014010035983
1646541,5000.0,0,16.35,176.65,5,9,0,82640.0,1,45,14.33,0.0,709.0,0.0,8.0,0.0,73241.0,98.5,16.0,0.0,0.0,0.0,0,15.1,0.026705384,0.08345521889118124
1300157,5500.0,0,18.25,199.53,2,5,0,95382.0,2,41,23.43,1.0,674.0,1.0,20.0,0.0,23740.0,76.6,35.0,0.0,0.0,0.0,0,10.6,0.025696307,-0.26547930062068714
1144611,2000.0,0,15.59,69.91,0,3,0,54912.0,2,45,18.53,0.0,669.0,1.0,12.0,2.0,7053.0,61.9,27.0,0.0,0.0,0.0,0,24.5,0.026014805,0.02861346095134953
1200224,1500.0,0,23.43,58.41,10,0,3,73986.0,8,10,5.24,0.0,669.0,1.0,9.0,0.0,9217.0,38.7,17.0,0.0,0.0,0.0,0,12.4,0.025624275,0.05312948929768546
1831831,4000.0,0,18.49,145.6,1,10,0,67000.0,4,43,17.34,0.0,664.0,0.0,9.0,0.0,14015.0,90.4,24.0,0.0,0.0,0.0,0,18.2,0.028633684,0.05223258891729498
1650939,4000.0,0,15.05,138.77,3,2,0,24396.0,7,38,22.48,1.0,664.0,0.0,6.0,0.0,4624.0,67.0,14.0,0.0,0.0,0.0,0,18.9,0.025021582999999997,0.07677925921474582
1856044,7000.0,0,17.77,252.26,0,10,0,195000.0,9,20,11.1,2.0,694.0,0.0,13.0,0.0,6084.0,90.8,35.0,0.0,0.0,0.0,0,25.4,0.02669859,0.09081987289585536
1887381,6000.0,0,17.77,216.23,0,10,0,99000.0,13,20,20.33,0.0,714.0,1.0,13.0,0.0,60852.0,77.3,23.0,0.0,0.0,0.0,0,16.3,0.026810676000000002,0.01877225912904823
1774035,2500.0,0,19.52,92.3,3,10,0,58000.0,9,10,29.98,0.0,679.0,1.0,20.0,0.0,12779.0,73.0,51.0,0.0,0.0,0.0,0,14.9,0.026351035,0.09947467363032804
1784065,5000.0,0,19.52,184.6,3,8,0,80000.0,9,23,10.59,0.0,679.0,0.0,4.0,0.0,4279.0,95.1,23.0,0.0,0.0,0.0,0,21.8,0.028162062,0.09720945569602236
1806480,3125.0,0,19.52,115.38,3,8,0,78000.0,4,41,1.23,0.0,674.0,1.0,5.0,0.0,645.0,43.0,7.0,0.0,0.0,0.0,0,15.8,0.026938975,0.09558294821900047
1867986,6775.0,0,18.75,247.49,2,10,4,115000.0,9,47,10.02,2.0,674.0,1.0,10.0,0.0,6739.0,81.2,41.0,0.0,0.0,0.0,0,40.3,0.02506423,-0.15234129585826328
1758235,4000.0,0,19.97,148.6,4,6,0,69700.0,2,4,8.52,0.0,684.0,1.0,7.0,0.0,13008.0,68.5,9.0,0.0,0.0,0.0,0,12.2,0.027834833,0.10326035401177824
1349667,2500.0,0,16.99,89.12,0,0,0,52620.0,4,33,11.69,0.0,664.0,0.0,7.0,1.0,12672.0,93.9,50.0,0.0,0.0,0.0,0,29.1,0.02697745,0.04076920628028114
1194065,3000.0,0,15.61,104.9,0,4,0,80000.0,7,11,15.08,2.0,674.0,0.0,9.0,0.0,4891.0,51.5,28.0,0.0,0.0,0.0,0,14.3,0.026113272000000003,0.07971490368531907
1820427,2400.0,0,18.25,87.07,1,4,0,65000.0,11,47,8.37,0.0,714.0,1.0,7.0,0.0,17439.0,70.9,19.0,0.0,0.0,0.0,0,15.8,0.028201312000000003,0.09306696569603856
1810394,1500.0,0,18.85,54.88,2,5,0,27500.0,9,9,8.38,0.0,669.0,0.0,6.0,0.0,6914.0,74.3,9.0,0.0,0.0,0.0,0,3.7,0.025731534,0.04804773475585522
1130272,3000.0,0,15.59,104.87,0,10,0,98000.0,9,32,15.65,3.0,684.0,1.0,9.0,0.0,23155.0,64.9,20.0,0.0,0.0,0.0,0,11.7,0.027477056,0.07911808916326657
1820751,4000.0,0,17.56,143.73,0,5,0,90000.0,2,41,25.19,2.0,664.0,1.0,20.0,0.0,31271.0,82.1,30.0,0.0,0.0,0.0,0,14.1,0.026392877000000002,-0.17192758729563962
1649462,4000.0,0,14.42,137.54,1,4,0,38000.0,7,29,4.61,0.0,664.0,1.0,4.0,0.0,4093.0,80.3,12.0,0.0,0.0,0.0,0,15.0,0.025128365,0.07368712685792067
1752513,4000.0,0,19.22,147.07,3,8,0,69000.0,11,41,18.59,0.0,689.0,0.0,11.0,0.0,24191.0,90.9,26.0,0.0,0.0,0.0,0,11.8,0.027585715,-0.06825816860500777
1779674,2925.0,0,23.4,113.84,9,6,0,80000.0,4,4,4.88,0.0,669.0,1.0,9.0,2.0,9334.0,85.6,21.0,0.0,0.0,0.0,0,14.7,0.028103262,0.06481163570590942
1253098,3000.0,0,17.57,107.82,3,9,0,45000.0,2,9,8.85,0.0,669.0,0.0,10.0,0.0,8712.0,81.4,12.0,0.0,0.0,0.0,0,6.8,0.025085688,0.08959844358918301
1295408,4350.0,0,20.49,162.75,6,3,3,32000.0,2,32,18.0,0.0,679.0,1.0,14.0,0.0,16086.0,79.6,43.0,0.0,0.0,0.0,0,20.8,0.02548951,0.08933036280546114
1229824,6000.0,0,18.24,217.64,4,10,3,75000.0,4,16,12.58,1.0,674.0,1.0,8.0,0.0,23941.0,86.4,17.0,0.0,0.0,0.0,0,16.6,0.026081502000000003,0.09301906480161004
1869829,3600.0,0,19.72,133.28,4,1,4,51000.0,9,16,18.8,0.0,694.0,0.0,3.0,0.0,4584.0,95.5,13.0,0.0,0.0,0.0,0,28.5,0.025630236,0.01119548956590366
1777784,2400.0,0,23.7,93.79,10,9,0,74694.0,9,4,19.96,1.0,674.0,1.0,15.0,0.0,14074.0,81.4,29.0,0.0,0.0,0.0,0,21.8,0.028468639,0.046740965736422835
1823188,11250.0,0,18.25,408.13,1,10,0,120000.0,2,30,13.27,0.0,669.0,1.0,11.0,1.0,9687.0,65.5,24.0,0.0,0.0,0.0,0,15.2,0.025131404,0.05729058518196961
1818045,2000.0,0,20.31,74.65,4,10,0,60000.0,9,18,19.87,0.0,684.0,1.0,9.0,0.0,10664.0,64.2,20.0,0.0,0.0,0.0,0,16.8,0.02758649,0.10344359749517353
1234804,4000.0,0,15.61,139.86,0,10,0,90000.0,9,32,11.99,0.0,679.0,0.0,11.0,1.0,30699.0,85.5,16.0,0.0,0.0,0.0,0,18.4,0.028862327000000004,0.07971945219425725
1321141,5400.0,0,21.99,206.21,8,1,0,79600.0,2,10,27.79,0.0,669.0,0.0,12.0,0.0,43818.0,93.0,19.0,0.0,0.0,0.0,0,21.7,0.025021255,0.03364067469747134
1307271,5000.0,0,18.92,183.08,3,5,3,75000.0,9,41,18.26,0.0,694.0,1.0,17.0,0.0,12552.0,56.8,37.0,0.0,0.0,0.0,0,18.0,0.025658697,-0.1243508490625378
1313927,4000.0,0,21.99,152.75,8,2,3,62400.0,9,9,15.58,0.0,669.0,0.0,6.0,0.0,10825.0,95.0,9.0,0.0,0.0,0.0,0,10.7,0.026181877000000003,0.11189251117170906
1822699,10000.0,0,20.31,373.22,4,10,0,160000.0,2,43,10.47,10.0,664.0,1.0,9.0,0.0,2314.0,75.8,42.0,2.0,6457.0,0.0,0,30.5,0.025933385,0.10374043467164884
1824067,2400.0,0,20.31,89.58,4,6,4,72493.0,12,4,18.85,0.0,704.0,1.0,11.0,0.0,31031.0,83.4,24.0,0.0,0.0,0.0,0,13.8,0.02606079,0.0817180398037769
1795073,3350.0,0,18.55,122.04,1,10,0,140000.0,4,32,21.47,1.0,679.0,4.0,24.0,0.0,204712.0,80.9,47.0,0.0,0.0,0.0,0,33.6,0.025589675,0.09458198391659113
1813441,4000.0,0,18.85,146.33,2,10,0,62904.0,2,41,21.88,0.0,694.0,1.0,16.0,0.0,19140.0,45.4,34.0,0.0,0.0,0.0,0,25.9,0.026769549,0.0960910825417256
1189209,1625.0,0,17.57,58.4,3,4,0,133000.0,2,33,0.42,1.0,679.0,1.0,3.0,0.0,1456.0,97.1,16.0,0.0,0.0,0.0,0,19.8,0.029280305,0.08963218667477535
1891251,2000.0,0,19.05,73.37,3,5,0,13000.0,1,41,6.46,0.0,684.0,0.0,2.0,0.0,2127.0,96.7,3.0,0.0,0.0,0.0,0,4.6,0.025731534,0.09709492393039733
1812735,9450.0,0,21.6,358.95,7,10,0,152300.0,9,7,2.63,6.0,684.0,1.0,11.0,0.0,5611.0,75.8,20.0,0.0,0.0,0.0,0,22.5,0.02517584,0.11016902218367576
1938871,4800.0,0,16.29,169.45,0,10,0,76800.0,2,6,10.71,2.0,664.0,0.0,4.0,0.0,526.0,75.1,21.0,0.0,0.0,0.0,0,14.5,0.026244282999999997,0.08324825091991994
1613562,5000.0,0,16.77,177.7,1,10,0,89000.0,4,22,24.54,0.0,679.0,0.0,24.0,0.0,65029.0,92.6,33.0,0.0,0.0,0.0,0,21.0,0.02594918,-0.013241222786433915
1845323,5375.0,0,18.49,195.65,1,10,0,80000.0,2,4,8.28,1.0,684.0,1.0,7.0,0.0,5346.0,36.2,13.0,0.0,0.0,0.0,0,13.6,0.025486141,0.09000830581757313
1298116,5000.0,0,18.92,183.08,3,2,0,98996.0,8,18,17.83,0.0,714.0,0.0,14.0,0.0,25878.0,67.6,26.0,0.0,0.0,0.0,0,14.6,0.02711618,0.0908620400582707
1328180,3500.0,0,18.92,128.16,3,10,0,103000.0,7,33,8.24,0.0,669.0,1.0,7.0,0.0,6747.0,92.4,12.0,0.0,0.0,0.0,0,14.3,0.029062003,-0.0638848382723961
1890133,3250.0,0,18.75,118.73,2,10,0,96500.0,9,4,9.19,0.0,689.0,2.0,20.0,0.0,16648.0,71.5,40.0,0.0,0.0,0.0,0,16.3,0.025777519,0.09545144423707153
1838874,4000.0,0,18.75,146.12,2,7,0,58000.0,7,31,13.47,0.0,704.0,1.0,11.0,0.0,6525.0,29.3,25.0,0.0,0.0,0.0,0,12.6,0.025310427000000003,0.05883268747905635
1147351,3425.0,0,17.14,122.35,3,8,0,53200.0,4,14,23.19,0.0,669.0,0.0,10.0,1.0,45162.0,99.5,13.0,0.0,0.0,0.0,0,14.8,0.025586723999999998,0.08182275763831437
1239071,4000.0,0,17.57,143.75,3,10,0,85000.0,2,32,25.34,2.0,664.0,0.0,19.0,0.0,31969.0,78.2,35.0,0.0,0.0,0.0,0,28.4,0.027000367999999997,0.09056353582287736
1217402,2800.0,0,16.99,99.82,2,10,0,87000.0,7,4,7.43,0.0,709.0,0.0,5.0,0.0,15706.0,44.0,14.0,0.0,0.0,0.0,0,14.9,0.027147174,0.0356130811025841
1344099,3000.0,0,17.57,107.82,1,10,0,60000.0,9,14,18.82,0.0,664.0,0.0,15.0,2.0,5992.0,68.1,28.0,0.0,0.0,0.0,0,15.9,0.026399642,0.07337450378709852
1868298,3625.0,0,19.05,132.97,3,9,3,24000.0,1,4,5.9,0.0,684.0,1.0,3.0,0.0,5724.0,97.0,4.0,0.0,0.0,0.0,0,9.5,0.025400162,-0.24173574072677706
1312413,4500.0,0,18.25,163.26,2,4,3,38000.0,2,32,20.91,4.0,664.0,0.0,11.0,0.0,5611.0,83.7,26.0,0.0,0.0,0.0,0,31.3,0.025028795,0.09306430093153772
1762187,4000.0,0,17.76,144.13,0,10,0,240000.0,9,16,14.55,0.0,699.0,2.0,13.0,0.0,173165.0,77.4,33.0,0.0,0.0,0.0,0,27.3,0.026591003,0.08574796055359446
1314096,6200.0,0,16.59,219.79,0,10,0,100824.0,9,14,8.09,0.0,704.0,1.0,10.0,0.0,20590.0,67.1,23.0,0.0,0.0,0.0,0,27.9,0.026290566,0.08467856998609569
1772642,3000.0,0,23.7,117.23,10,8,4,74000.0,2,41,12.08,0.0,679.0,0.0,9.0,0.0,14617.0,77.7,22.0,0.0,0.0,0.0,0,13.3,0.02539736,0.12047070238317906
1813811,2400.0,0,18.85,87.8,2,10,3,38000.0,9,41,20.53,0.0,664.0,0.0,4.0,0.0,8662.0,81.7,14.0,0.0,0.0,0.0,0,17.6,0.026484102000000002,-0.1840609933880506
1901045,3500.0,0,17.77,126.13,0,5,0,48000.0,9,32,3.9,0.0,664.0,1.0,6.0,0.0,948.0,86.2,13.0,0.0,0.0,0.0,0,8.9,0.02520138,-0.04992851085402894
1862542,3250.0,0,19.72,120.32,4,1,3,12000.0,2,10,17.96,0.0,719.0,0.0,3.0,0.0,5988.0,74.8,6.0,0.0,0.0,0.0,0,14.8,0.026172906,0.0769565400381631
1808894,4800.0,0,18.85,175.59,2,5,3,73000.0,9,32,8.25,0.0,709.0,0.0,3.0,0.0,22924.0,95.1,18.0,0.0,0.0,0.0,0,23.9,0.027423947999999997,0.09609521345035366
1338371,8000.0,0,19.97,297.19,4,5,0,125000.0,2,32,12.81,0.0,664.0,1.0,12.0,0.0,7877.0,92.7,33.0,0.0,0.0,0.0,0,15.8,0.026321947999999998,0.0637006496475625
1249463,2000.0,0,15.61,69.93,0,0,0,70141.0,9,16,6.38,0.0,669.0,0.0,11.0,2.0,10542.0,64.7,18.0,0.0,0.0,0.0,0,14.7,0.02719438,0.07971945219257748
1345262,4800.0,0,23.7,187.57,10,10,0,65000.0,5,36,15.84,2.0,674.0,1.0,5.0,0.0,229.0,76.3,22.0,0.0,0.0,0.0,0,22.4,0.025859117999999997,0.12046896038744047
1645372,3800.0,0,14.59,130.97,0,1,3,20400.0,2,4,19.29,1.0,674.0,1.0,11.0,0.0,17012.0,91.0,27.0,0.0,0.0,0.0,0,17.3,0.02503544,-0.2692131360773045
1624366,4000.0,0,15.62,139.88,0,10,0,138000.0,4,21,19.95,0.0,664.0,0.0,16.0,0.0,21115.0,83.1,51.0,0.0,0.0,0.0,0,22.0,0.028974026,0.06110806458514384
1782086,2000.0,0,19.52,73.84,3,10,4,115000.0,11,36,9.53,0.0,684.0,1.0,9.0,0.0,21338.0,80.5,24.0,0.0,0.0,0.0,0,13.1,0.026858299999999998,0.058259871865208535
1848955,21200.0,0,18.75,774.44,2,10,0,118000.0,2,40,11.88,1.0,669.0,0.0,7.0,0.0,6240.0,82.1,9.0,0.0,0.0,0.0,0,16.4,0.025158286000000002,0.05556484849799381
1786718,6000.0,0,17.76,216.2,0,3,0,95000.0,9,38,19.44,3.0,714.0,1.0,4.0,0.0,7963.0,45.0,14.0,0.0,0.0,0.0,0,20.0,0.025595367,0.09059265783302073
1790318,4000.0,0,21.0,150.71,5,1,4,68000.0,7,9,14.29,1.0,669.0,1.0,11.0,0.0,6896.0,61.4,22.0,0.0,0.0,0.0,0,26.0,0.025443912000000003,0.10691767827321064
1325334,5000.0,0,16.59,177.25,0,6,0,60723.0,9,33,3.0,0.0,704.0,1.0,5.0,0.0,2832.0,83.3,13.0,0.0,0.0,0.0,0,17.2,0.025430232,0.0735243499225815
1928059,2000.0,0,17.99,72.3,1,7,0,36000.0,9,4,11.23,0.0,669.0,1.0,3.0,0.0,1469.0,63.9,4.0,0.0,0.0,0.0,0,18.1,0.025796472999999997,0.08653446940013088
1840387,5000.0,0,21.0,188.38,6,10,3,79000.0,9,29,12.31,0.0,664.0,1.0,22.0,0.0,6018.0,38.8,61.0,0.0,0.0,0.0,0,25.1,0.025390446,0.04251180337319438
1764093,2500.0,0,19.2,91.9,2,10,0,50000.0,13,33,22.25,1.0,689.0,0.0,16.0,0.0,21495.0,50.1,31.0,0.0,0.0,0.0,0,27.4,0.02549994,0.06597433371620287
1860096,3675.0,0,19.72,136.06,4,7,0,50000.0,9,10,33.56,1.0,664.0,0.0,9.0,0.0,21852.0,93.8,24.0,0.0,0.0,0.0,0,15.4,0.02569738,0.10047709664170723
1299449,3900.0,0,16.59,138.26,0,5,0,63640.0,4,10,3.92,0.0,689.0,1.0,4.0,2.0,505.0,56.1,10.0,0.0,0.0,0.0,0,14.9,0.02586639,0.04052684074127488
1890358,4000.0,0,19.05,146.73,3,10,4,65000.0,9,4,14.68,0.0,689.0,1.0,15.0,0.0,26097.0,70.0,21.0,0.0,0.0,0.0,0,28.9,0.026724607,0.09710327532710504
1838172,2000.0,0,19.05,73.37,3,10,4,74295.0,7,4,15.23,0.0,729.0,0.0,5.0,0.0,22113.0,85.4,15.0,0.0,0.0,0.0,0,10.8,0.025942682999999998,0.0052639093067106115
1310557,4000.0,0,17.57,143.75,1,1,0,38000.0,2,33,17.28,2.0,694.0,0.0,9.0,0.0,6942.0,69.4,22.0,0.0,0.0,0.0,0,19.3,0.025796622,0.08963514487728652
1187772,3625.0,0,18.24,131.49,4,10,0,101000.0,9,40,5.96,0.0,709.0,0.0,5.0,0.0,3922.0,83.4,7.0,0.0,0.0,0.0,0,21.9,0.02905798,0.09301979937424476
1307002,1200.0,0,22.45,46.11,9,8,3,69000.0,9,36,19.41,0.0,689.0,1.0,7.0,0.0,25896.0,70.8,11.0,0.0,0.0,0.0,0,15.0,0.027395307999999997,0.11673448262079368
1141042,5000.0,0,15.99,175.77,1,10,0,74774.0,9,2,35.02,0.0,669.0,1.0,11.0,0.0,82930.0,86.7,30.0,0.0,0.0,0.0,0,22.4,0.025332332000000003,0.05079184411175919
1125875,2250.0,0,15.59,78.65,0,5,4,110000.0,12,45,9.04,0.0,664.0,1.0,14.0,0.0,26323.0,93.0,22.0,0.0,0.0,0.0,0,20.2,0.026800156000000002,0.048885354478604766
1314810,3500.0,0,17.57,125.78,1,10,0,60000.0,9,41,17.5,1.0,679.0,1.0,15.0,1.0,8084.0,26.0,26.0,0.0,0.0,0.0,0,26.7,0.02553761,0.08963624367063194
1163384,1100.0,0,15.61,38.47,0,10,0,65000.0,9,36,22.54,1.0,664.0,0.0,17.0,1.0,11186.0,64.3,30.0,0.0,0.0,0.0,0,11.8,0.025823027000000002,0.07945135925330749
1346416,2425.0,0,19.22,89.17,3,0,0,35796.0,2,4,19.31,0.0,674.0,0.0,14.0,1.0,6969.0,55.3,38.0,0.0,0.0,0.0,0,16.2,0.02519247,0.05344219455158816
1237301,2000.0,0,18.24,72.55,4,6,0,50000.0,6,9,12.65,0.0,664.0,0.0,14.0,1.0,11051.0,81.3,19.0,0.0,0.0,0.0,0,11.3,0.02516225,-0.007238942509605661
1241636,5000.0,0,16.99,178.24,2,3,0,89000.0,2,4,18.54,0.0,664.0,0.0,12.0,2.0,14857.0,65.7,16.0,0.0,0.0,0.0,0,11.9,0.025681317000000002,-0.029264029690304838
1625571,3000.0,0,16.89,106.8,3,5,4,78000.0,12,4,15.95,1.0,694.0,0.0,4.0,0.0,3479.0,99.2,19.0,0.0,0.0,0.0,0,13.4,0.025077283,0.08619309112945017
1154763,2975.0,0,23.43,115.83,10,3,4,70000.0,2,4,6.93,0.0,669.0,1.0,7.0,0.0,4612.0,59.1,11.0,0.0,0.0,0.0,0,17.8,0.02506435,0.12361674798485225
1230512,3000.0,0,17.57,107.82,3,1,0,52000.0,9,20,12.55,0.0,679.0,1.0,7.0,0.0,19251.0,71.0,16.0,0.0,0.0,0.0,0,13.2,0.025980443,0.08962745336124223
1759024,4150.0,0,16.99,147.94,0,10,0,75000.0,9,4,13.97,0.0,679.0,0.0,17.0,1.0,15730.0,73.5,32.0,0.0,0.0,0.0,0,16.3,0.028020084,0.08670338509238573
1818938,3600.0,0,19.52,132.92,3,1,0,55000.0,9,31,4.08,0.0,689.0,1.0,8.0,0.0,6615.0,40.6,12.0,0.0,0.0,0.0,0,11.8,0.025399446000000003,0.09946706303471277
